# Constructed from biom file
#OTU.ID	IA66.10.mos	IA66.1yr	IA66.20mo	IA66.d0	IA66.d125	IA66.d35	IA66.pre	KF35.10.mos	KF35.1yr	KF35.d0	KF35.d35	KF35.pre	KG04.10.mos	KG04.19mo	KG04.1yr	KG04.d0	KG04.d125	KG04.d35	KG04.pre	KG56.10.mos	KG56.1yr	KG56.d0	KG56.d125	KG56.d35	KG56.pre	KT85.10.mos	KT85.1yr	KT85.20mo	KT85.d0	KT85.d125	KT85.pre	KV82.10.mos	KV82.19mo	KV82.1yr	KV82.d0	KV82.d125	KV82.d35	KV82.pre	Consensus.Lineage
160808	62	48	10	34	34	28	66	12	31	16	15	40	39	53	94	34	22	18	30	30	52	21	30	31	52	60	46	62	31	22	42	60	42	64	44	20	15	65	k__Bacteria; p__Proteobacteria; c__Acidithiobacillia; o__Acidithiobacillales; f__Acidithiobacillaceae; g__Acidithiobacillus; s__ferrivorans
161154	16	29	4	6	14	14	22	7	10	10	2	9	15	32	26	15	18	21	17	13	11	1	6	7	16	5	14	18	12	12	12	9	26	10	21	7	15	36	k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae; g__Thermanaeromonas; s__toyohensis
161213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__sp. 28
161360	23	91	3	8	14	22	49	68	17	19	13	58	43	22	64	9	26	23	69	31	56	18	21	8	24	29	35	59	17	11	26	28	20	23	17	12	25	33	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__antarcticus
161398	5	23	1	4	4	3	7	2	1	1	2	6	2	8	4	13	2	5	5	7	4	7	7	9	16	5	12	11	1	3	7	2	5	2	13	6	0	5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__phenolica
161492	159	113	29	96	84	79	189	49	99	26	20	84	98	71	117	48	67	33	173	66	110	68	85	97	169	181	97	151	45	104	156	91	62	109	81	17	33	159	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__
161493	111	57	11	51	50	65	79	42	54	16	16	34	52	45	53	31	39	28	91	32	57	36	51	40	94	56	63	78	25	54	81	51	31	57	53	7	17	76	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__dehalogenans
161494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Herpesvirales; f__Baculoviridae; g__Alphabaculovirus; s__Antheraea pernyi nucleopolyhedrovirus
161879	30	34	3	12	8	6	12	5	15	3	7	20	23	12	14	10	15	16	23	9	17	12	12	18	17	16	12	15	16	8	15	13	18	16	9	10	6	21	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__kroppenstedtii
161895	29	32	3	10	9	17	29	12	25	13	10	20	31	26	19	7	14	8	25	14	21	17	20	17	30	28	20	24	22	15	22	20	21	29	30	7	7	43	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__phocae
161896	28	22	2	6	17	7	32	14	22	7	7	9	16	13	17	9	8	9	12	15	54	14	11	9	16	29	6	19	9	17	15	9	6	22	6	8	9	20	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__camporealensis
161899	71	10	6	3	9	15	23	38	21	5	3	13	21	24	25	9	13	12	20	12	29	12	15	8	37	56	23	42	14	16	20	30	22	21	17	21	5	23	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__singulare
162209	65	69	9	29	35	47	74	70	57	23	19	64	46	40	77	23	36	37	33	50	62	40	55	35	64	55	27	43	35	41	49	50	31	64	44	10	35	72	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__naphthalenovorans
162426	45	19	2	22	18	16	27	11	14	7	4	11	22	12	20	6	13	3	29	9	8	9	18	14	15	15	14	27	8	20	17	16	20	24	15	1	2	16	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__hominis
163003	8	4	1	4	2	1	6	3	5	0	2	3	5	2	5	1	2	2	9	0	1	2	2	1	3	14	7	1	4	2	5	4	1	0	2	0	2	5	k__Archaea; p__Euryarchaeota; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__cleftensis
163011	1	7	0	2	6	7	6	7	4	3	3	6	2	4	7	1	2	3	2	2	7	3	4	2	8	10	3	0	5	4	5	2	10	3	2	3	2	4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__lini
163164	2	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Wolbachia; s__endosymbiont of Drosophila melanogaster
163877	32	10	12	10	5	14	21	52	26	18	7	33	25	12	15	19	17	15	36	38	31	16	13	16	27	29	31	39	31	17	39	18	29	30	28	20	11	36	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Virgibacillus; s__necropolis
164348	31	7	2	12	7	0	15	7	18	1	2	4	12	4	31	6	6	2	6	13	11	11	9	5	15	21	15	18	1	6	6	8	8	15	4	2	1	9	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__puniciscabiei
164393	6	6	5	4	3	4	17	19	9	7	8	20	15	16	9	5	17	11	15	25	16	20	10	10	18	17	12	37	17	6	13	17	23	17	6	14	4	35	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__fuchuensis
164451	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Vulcanisaeta; s__distributa
164514	23	60	1	4	8	2	10	13	4	7	0	14	21	9	15	12	2	4	35	6	14	6	6	11	8	19	10	29	6	9	10	16	9	4	6	6	5	6	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Blattabacteriaceae; g__Blattabacterium; s__punctulatus
164516	0	0	0	0	2	0	2	0	1	0	0	0	1	1	14	2	9	1	2	1	0	0	2	0	1	1	0	5	0	0	4	0	0	3	2	0	0	2	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Blattabacteriaceae; g__Blattabacterium; s__clevelandi
164546	23	13	3	12	23	18	28	5	14	11	3	25	16	16	14	10	11	4	29	15	18	3	4	22	28	15	4	14	11	14	25	18	12	27	17	2	5	31	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus; s__taiwanensis
164608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__sp. KA1
164757	2	0	1	0	1	1	6	0	0	1	0	0	2	4	1	1	0	2	2	0	0	1	1	0	4	1	0	1	0	2	2	1	0	0	1	0	0	3	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__sp. JLS
165096	23	1	1	8	2	7	7	8	0	1	6	24	21	6	6	6	4	10	20	14	4	16	12	17	21	22	10	14	13	9	24	4	10	6	13	4	2	13	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__koreensis
165694	21	3	0	0	2	4	2	1	2	3	2	4	1	1	2	7	2	6	6	3	0	11	2	6	7	0	1	2	1	1	1	1	1	0	4	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__Bartonella; s__schoenbuchensis
165695	74	18	9	20	31	35	52	63	50	14	14	49	34	29	60	13	22	22	45	29	43	26	43	29	73	39	21	51	17	36	40	53	22	42	19	10	7	53	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
165696	43	34	2	18	34	28	43	18	33	7	2	26	21	24	26	14	22	8	26	10	23	4	13	14	25	32	30	23	9	23	18	36	17	19	26	9	0	29	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
165697	60	40	13	44	33	26	56	33	49	16	18	43	35	21	26	13	30	26	50	31	51	28	32	28	53	44	38	43	17	30	46	29	24	47	36	8	4	61	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__
165779	16	3	5	17	24	14	23	23	14	6	6	16	17	8	33	24	15	15	22	9	26	10	23	13	35	21	26	26	18	24	25	17	11	20	14	5	3	14	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__
166314	6	6	2	6	15	4	11	4	9	2	2	14	6	21	1	8	2	6	22	11	12	6	3	4	21	12	8	12	7	6	13	13	7	24	9	4	4	7	k__Bacteria; p__Cyanobacteria; c__; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__sp. WH 8109
166501	16	44	50	17	16	19	18	12	26	6	4	25	7	11	23	21	18	6	15	8	18	9	26	21	32	21	24	26	15	13	33	24	11	22	23	9	2	20	k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Thermobaculum; s__terrenum
166935	0	12	1	0	2	2	0	2	1	6	3	1	2	0	0	1	1	1	5	3	7	1	1	1	2	1	1	1	2	0	2	1	4	1	1	1	3	4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__translucida
167375	10	12	0	9	13	6	12	2	7	2	2	8	5	9	10	3	1	4	5	7	10	4	4	1	3	13	4	4	4	8	6	4	1	6	6	0	0	5	k__Bacteria; p__Cyanobacteria; c__; o__Synechococcales; f__Synechococcaceae; g__Cyanobium; s__
167642	33	14	8	18	21	38	32	48	40	21	10	25	23	23	57	22	27	20	37	25	39	18	26	21	33	33	33	82	20	24	37	10	26	29	14	15	15	33	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Ilyobacter; s__polytropus
167964	66	56	54	37	34	25	53	47	49	18	41	47	31	55	28	33	21	35	55	53	35	24	33	34	48	55	72	65	25	20	41	23	51	45	27	19	40	32	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea; s__thermophila
167965	6	0	0	1	0	2	1	0	0	0	0	0	2	0	2	0	1	0	5	0	0	1	0	1	1	0	1	2	0	1	1	1	0	3	1	0	1	3	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__Elusimicrobiaceae; g__Elusimicrobium; s__uncultured Termite group 1 bacterium
168169	4	6	3	10	7	7	11	7	1	12	4	10	9	6	3	13	9	8	5	9	5	7	4	5	16	13	15	16	8	6	26	4	11	2	10	9	6	8	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Candidatus Ishikawaella; s__capsulata
168471	71	53	6	35	25	38	59	23	24	15	17	49	46	46	50	26	20	11	39	29	86	22	21	23	55	84	29	48	22	21	67	31	46	56	38	12	22	66	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Chromobacteriaceae; g__Laribacter; s__hongkongensis
168657	2	4	1	2	0	5	8	1	4	3	2	2	5	2	4	4	4	2	27	5	15	0	8	3	5	1	4	9	3	8	7	11	4	5	5	8	4	2	k__Bacteria; p__Aquificae; c__Aquificae; o__Aquificales; f__Aquificaceae; g__Hydrogenobaculum; s__
168694	1	0	0	1	0	0	1	0	0	1	0	1	2	0	0	0	1	0	0	0	0	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Salinispora; s__
168695	52	55	3	26	17	19	42	16	17	6	10	19	60	27	38	13	6	14	28	18	31	11	20	19	49	45	28	32	15	15	25	24	31	32	16	13	7	22	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Salinispora; s__tropica
168697	9	12	1	6	6	5	10	5	11	5	7	10	8	14	15	1	2	6	7	1	8	8	5	6	7	6	10	10	9	5	12	7	10	10	3	1	2	11	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Salinispora; s__arenicola
168934	7	4	4	8	5	20	14	1	1	7	2	20	12	16	4	11	7	17	11	2	3	10	7	16	16	8	4	8	5	8	9	4	9	11	8	2	3	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Thalassospira; s__
169283	29	5	1	10	13	12	17	6	13	6	0	9	15	12	26	6	18	4	10	2	6	3	2	5	28	13	10	18	3	11	14	20	3	28	7	2	2	14	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__lituanicus
169292	21	34	2	4	6	14	31	63	27	17	21	15	13	55	23	17	7	12	12	25	21	4	14	41	40	37	14	28	21	14	6	8	29	12	15	11	14	73	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__aurimucosum
169402	0	0	0	3	2	1	3	1	4	2	0	1	0	0	0	0	2	1	1	1	1	3	1	3	2	2	2	5	6	0	8	1	1	0	1	0	3	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Wolbachia; s__endosymbiont of Folsomia candida
169427	25	22	3	14	10	10	23	8	14	12	7	24	22	12	13	6	20	13	28	24	38	19	13	13	23	14	20	19	10	7	15	12	11	28	15	2	7	14	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Paraburkholderia; s__terricola
169430	19	22	3	17	13	8	39	13	14	3	4	16	16	13	11	19	6	15	24	16	26	14	10	9	26	15	5	13	13	10	23	14	13	11	12	3	1	23	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Paraburkholderia; s__hospita
169669	9	4	0	4	3	0	8	4	12	3	7	8	18	4	11	2	4	8	2	7	8	6	11	3	4	6	5	10	3	2	8	12	26	7	2	1	7	13	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__extremorientalis
169679	111	168	26	48	51	45	255	107	101	78	33	203	203	137	221	85	80	146	242	149	118	80	50	84	171	114	136	314	230	68	277	83	74	104	72	30	45	300	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__saccharobutylicum
169683	15	2	2	4	0	2	3	4	4	1	1	11	3	7	5	4	7	1	4	4	17	3	4	4	6	15	9	9	5	5	15	7	4	8	5	2	1	10	k__Viruses; p__; c__; o__Caudovirales; f__Myoviridae; g__Phikzvirus; s__Pseudomonas virus phiKZ
169760	223	111	13	77	72	53	132	102	124	60	37	132	144	90	119	170	112	88	147	75	109	33	65	60	306	124	89	123	99	62	104	121	134	196	73	47	55	146	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__stellifer
170573	17	5	4	4	8	6	18	17	28	11	6	28	16	16	17	10	11	8	10	22	30	19	13	12	17	3	5	24	10	8	17	5	64	27	9	9	4	42	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__pettenkoferi
170861	1	2	0	0	2	1	0	2	5	0	0	4	1	0	0	2	1	3	2	2	5	5	3	7	4	1	1	6	0	4	3	1	4	2	0	1	1	3	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__lacustris
171279	19	10	4	4	1	7	18	12	7	4	2	7	12	8	11	10	18	7	28	12	9	18	6	18	14	19	7	30	11	8	17	12	8	6	5	3	4	20	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__anatis
171284	18	0	3	6	3	1	17	4	0	2	0	5	8	6	10	5	5	7	17	12	5	7	6	4	20	32	5	19	14	7	22	15	7	6	0	3	0	14	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__cynos
171437	64	81	11	31	30	46	85	40	39	13	21	38	43	45	67	27	33	16	52	33	73	40	44	34	83	72	51	41	23	41	54	35	50	67	38	7	14	60	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Tistrella; s__mobilis
171549	5072	4517	1255	4749	953	3928	3508	4157	3044	3207	2664	5152	4242	7395	3043	1625	1809	1689	3936	4181	5404	2851	1513	3616	5595	5802	4243	3367	3295	1025	3064	3181	7344	3753	2162	2890	3818	4793	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
171550	35	24	7	29	11	29	11	13	4	3	2	54	71	42	74	49	31	60	13	36	2	80	0	22	72	23	49	5	21	37	11	10	31	19	14	5	1	3	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
171551	9	7	2	6	1	27	19	10	9	2	2	6	6	2	14	4	4	3	10	1	11	5	3	2	5	15	5	1	2	2	4	6	8	4	2	1	4	10	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__; s__
171632	0	0	1	1	2	0	3	1	1	0	4	4	0	2	0	1	3	1	5	0	1	1	7	2	4	0	0	1	1	2	1	3	3	3	0	0	0	2	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__ovis
171695	6	10	6	16	11	11	20	12	8	4	8	9	9	9	14	15	6	5	15	9	15	11	10	10	15	22	9	26	9	8	14	13	12	10	11	13	6	15	k__Bacteria; p__Thermodesulfobacteria; c__Thermodesulfobacteria; o__Thermodesulfobacteriales; f__Thermodesulfobacteriaceae; g__Thermodesulfatator; s__indicus
172045	4	4	2	3	3	1	23	11	6	12	3	21	9	10	6	10	20	12	7	14	16	4	11	5	8	11	18	30	10	2	5	6	32	21	5	6	7	18	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Elizabethkingia; s__miricola
172049	1	0	1	5	1	0	0	0	2	3	0	0	0	2	2	3	3	2	2	0	1	1	0	4	1	0	0	1	6	1	0	0	0	2	3	1	0	3	k__Archaea; p__Euryarchaeota; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__sibiricus
172713	35	40	6	17	8	20	53	46	22	20	15	44	43	48	29	23	17	16	22	31	32	13	40	18	40	32	42	33	33	9	29	25	43	24	26	16	26	76	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__kribbensis
173479	2	24	0	2	4	6	2	1	1	0	2	0	0	1	2	2	2	0	4	0	2	1	2	4	1	2	3	1	0	0	0	0	0	1	0	1	0	2	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
173480	45	48	5	31	14	17	60	45	28	30	15	46	59	53	55	38	15	22	42	39	41	20	35	23	56	52	56	43	35	18	50	37	64	31	12	20	17	39	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__aurantiaca
174633	23	47	5	3	12	10	6	20	4	11	6	9	6	12	8	3	4	5	15	9	15	16	21	16	28	8	9	9	5	20	17	4	4	16	8	7	2	14	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Candidatus Brocadiales; f__Candidatus Brocadiaceae; g__Candidatus Kuenenia; s__stuttgartiensis
176102	1	2	1	1	1	3	1	1	2	0	1	2	1	1	1	2	0	0	7	1	1	0	1	0	2	1	1	4	2	0	1	0	2	0	0	0	0	2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__agarivorans
177758	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Thermotogae; c__Thermotogae; o__Thermotogales; f__Thermotogaceae; g__Pseudothermotoga; s__lettingae
178339	70	18	4	21	20	30	60	25	32	13	12	24	44	43	57	18	32	20	32	16	43	21	30	24	33	35	38	66	18	19	38	46	31	73	35	13	5	50	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__hongkongensis
178399	2	10	2	5	6	7	4	9	4	2	0	9	2	4	4	4	5	1	8	4	7	10	4	6	9	1	4	8	9	4	16	0	12	0	14	6	10	15	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Marinomonas; s__primoryensis
178440	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__
178606	7	0	0	0	2	1	3	1	2	0	1	3	5	4	12	3	7	2	4	0	6	2	1	0	1	3	5	5	1	5	1	5	2	7	6	1	2	9	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Leptospirillum; s__ferriphilum
178899	52	57	10	29	40	46	56	89	39	36	25	61	27	64	75	47	37	48	53	47	44	19	43	24	73	74	33	51	37	27	53	44	42	75	33	13	34	90	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XVI. Incertae Sedis; g__Carboxydocella; s__thermautotrophica
179636	40	54	6	33	24	27	31	32	23	19	6	24	22	36	41	15	12	11	49	21	41	15	21	16	35	60	27	35	23	26	38	18	21	31	24	5	4	66	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Alicycliphilus; s__denitrificans
179879	7	3	0	5	2	5	0	2	4	0	0	1	5	5	2	2	1	2	5	1	6	2	6	3	6	0	4	1	2	2	3	0	0	2	1	1	0	3	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__anthina
180230	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Herpesvirales; f__Alloherpesviridae; g__Cyprinivirus; s__Cyprinid herpesvirus 3
180282	8	17	5	9	10	12	18	8	8	6	5	8	5	5	15	5	1	3	20	5	6	13	11	14	18	14	10	12	6	7	17	3	8	11	5	4	0	11	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__tsuruhatensis
180590	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	1	2	0	0	0	0	1	0	2	0	0	0	1	3	0	3	0	0	3	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__sp. SLT2001
181082	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Herpesvirales; f__Phycodnaviridae; g__Coccolithovirus; s__Emiliania huxleyi virus 86
181083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Phycodnaviridae; g__Chlorovirus; s__
181663	96	47	13	46	47	36	67	43	54	21	19	72	58	54	90	54	27	18	72	46	64	31	38	30	86	85	50	65	27	23	85	44	44	77	35	16	22	107	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfococcus; s__oleovorans
182210	146	122	23	78	42	51	186	88	82	23	25	74	102	111	167	60	52	56	68	79	137	49	50	53	106	199	111	93	37	47	96	130	57	125	63	32	32	189	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Pseudodesulfovibrio; s__aespoeensis
182337	43	77	35	18	7	37	56	23	21	12	23	37	28	38	19	9	6	10	22	16	31	17	17	9	25	39	36	45	15	12	29	18	29	24	10	16	7	38	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Erwinia; s__billingiae
182640	31	28	1	13	16	14	26	9	7	6	1	13	19	19	21	24	13	2	37	15	13	19	10	8	27	25	15	27	12	14	19	9	16	14	14	5	4	25	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Kribbella; s__flavida
182709	3	0	0	7	0	0	0	3	0	2	0	2	2	3	5	3	1	1	2	2	0	2	0	0	4	1	2	5	3	1	3	2	1	0	1	0	1	6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Oceanobacillus; s__
182710	64	54	4	22	25	31	65	12	46	14	9	36	34	37	60	56	37	16	71	37	25	21	32	32	67	66	62	59	54	28	60	32	55	61	40	15	12	82	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Oceanobacillus; s__iheyensis
183795	8	11	2	7	6	7	8	11	12	15	15	8	12	9	9	3	1	2	16	12	21	11	2	5	16	13	19	12	7	3	8	5	16	13	14	7	3	26	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__mediterranea
